iata_code,name,continent,iso_country,municipality
MFU,Mfuwe Airport,AF,ZM,Mfuwe
MFV,Accomack County Airport,NA,US,Melfa
MFW,Magaruque Airport,AF,MZ,Magaruque Island
MFX,Méribel Altiport,EU,FR,
MFZ,Meselia Airport,OC,PG,Demgulu
MGA,Augusto C. Sandino (Managua) International Airport,NA,NI,Managua
MGB,Mount Gambier Airport,OC,AU,
MGC,Michigan City Municipal Airport,NA,US,Michigan City
MGD,Magdalena Airport,SA,BO,Magdalena
MGE,Dobbins Air Reserve Base,NA,US,Marietta
MGF,Regional de Maringá - Sílvio Nane Junior Airport,SA,BR,Maringá
MGG,Margarima Airport,OC,PG,Margarima
MGH,Margate Airport,AF,ZA,Margate
MGI,Matagorda Island Air Force Base,NA,US,Matagorda Island
MGJ,Orange County Airport,NA,US,Montgomery
MGK,Mong Tong Airport,AS,MM,Mong Tong
MGL,Mönchengladbach Airport,EU,DE,Mönchengladbach
MGM,Montgomery Regional (Dannelly Field) Airport,NA,US,Montgomery
MGN,Baracoa Airport,SA,CO,Magangué
MGP,Manga Airport,OC,PG,Manga Mission
MGQ,Aden Adde International Airport,AF,SO,Mogadishu
MGR,Moultrie Municipal Airport,NA,US,Moultrie
MGS,Mangaia Island Airport,OC,CK,Mangaia Island
MGT,Milingimbi Airport,OC,AU,Milingimbi Island
MGU,Manaung Airport,AS,MM,Manaung
MGV,Margaret River (Station) Airport,OC,AU,
MGW,Morgantown Municipal Walter L. Bill Hart Field,NA,US,Morgantown
MGX,Moabi Airport,AF,GA,Moabi
MGY,Dayton-Wright Brothers Airport,NA,US,Dayton
MGZ,Myeik Airport,AS,MM,Mkeik
MHA,Mahdia Airport,SA,GY,Mahdia
MHB,Mechanics Bay Heliport,OC,NZ,Auckland City
MHC,Mocopulli Airport,SA,CL,Dalcahue
MHD,Mashhad International Airport,AS,IR,Mashhad
MHE,Mitchell Municipal Airport,NA,US,Mitchell
MHF,Morichal Airport,SA,CO,Morichal
MHG,Mannheim-City Airport,EU,DE,Mannheim
MHH,Leonard M Thompson International Airport,NA,BS,Marsh Harbour
MHI,Moucha Airport,AF,DJ,Moucha Island
MHK,Manhattan Regional Airport,NA,US,Manhattan
MHL,Marshall Memorial Municipal Airport,NA,US,Marshall
MHN,Hooker County Airport,NA,US,Mullen
MHO,Mount House Airport,OC,AU,
MHP,Minsk 1 Airport,EU,BY,Minsk
MHQ,Mariehamn Airport,EU,FI,
MHR,Sacramento Mather Airport,NA,US,Sacramento
MHS,Dunsmuir Muni-Mott Airport,NA,US,Dunsmuir
MHT,Manchester-Boston Regional Airport,NA,US,Manchester
MHU,Mount Hotham Airport,OC,AU,Mount Hotham
MHV,Mojave Airport,NA,US,Mojave
MHW,Monteagudo Airport,SA,BO,El Bañado
MHX,Manihiki Island Airport,OC,CK,Manihiki Island
MHY,Morehead Airport,OC,PG,Morehead
MHZ,RAF Mildenhall,EU,GB,Mildenhall
MIA,Miami International Airport,NA,US,Miami
MIB,Minot Air Force Base,NA,US,Minot
MID,Licenciado Manuel Crescencio Rejon Int Airport,NA,MX,Mérida
MIE,Delaware County Johnson Field,NA,US,Muncie
MIF,Roy Hurd Memorial Airport,NA,US,Monahans
MIG,Mianyang Airport,AS,CN,Mianyang
MIH,Mitchell Plateau Airport,OC,AU,Mitchell Plateau
MII,Frank Miloye Milenkowichi–Marília State Airport,SA,BR,Marília
MIJ,Mili Island Airport,OC,MH,Mili Island
MIK,Mikkeli Airport,EU,FI,Mikkeli
MIM,Merimbula Airport,OC,AU,Merimbula
MIN,Minnipa Airport,OC,AU,
MIP,Ramon Air Base,AS,IL,Beersheba
MIR,Monastir Habib Bourguiba International Airport,AF,TN,Monastir
MIS,Misima Island Airport,OC,PG,Misima Island
MIT,Shafter Airport - Minter Field,NA,US,Shafter
MIU,Maiduguri International Airport,AF,NG,Maiduguri
MIV,Millville Municipal Airport,NA,US,Millville
MIY,Mittebah Airport,OC,AU,
MIZ,Mainoru Airstrip,OC,AU,Mainoru
MJA,Manja Airport,AF,MG,Manja
MJB,Mejit Atoll Airport,OC,MH,Mejit Atoll
MJC,Man Airport,AF,CI,
MJD,Moenjodaro Airport,AS,PK,Moenjodaro
MJE,Majkin Airport,OC,MH,Majkin
MJF,Mosjøen Airport (Kjærstad),EU,NO,
MJG,Mayajigua Airport,NA,CU,Mayajigua
MJI,Mitiga Airport,AF,LY,Tripoli
MJJ,Moki Airport,OC,PG,Moki
MJK,Shark Bay Airport,OC,AU,Denham
MJL,Mouilla Ville Airport,AF,GA,Mouila
MJM,Mbuji Mayi Airport,AF,CD,Mbuji Mayi
MJN,Amborovy Airport,AF,MG,
MJO,Mount Etjo Airport,AF,NA,Mount Etjo Safari Lodge
MJP,Manjimup Airport,OC,AU,
MJR,Miramar Airport,SA,AR,Miramar
MJS,Maganja da Costa Airport,AF,MZ,Maganja
MJT,Mytilene International Airport,EU,GR,Mytilene
MJU,Tampa Padang Airport,AS,ID,Mamuju-Celebes Island
MJV,San Javier Airport,EU,ES,San Javier
MJW,Mahenye Airport,AF,ZW,Gonarezhou National Park
MJX,Ocean County Airport,NA,US,Toms River
MJY,Mangunjaya Airport,AS,ID,Mangungaya-Sumatra Island
MJZ,Mirny Airport,AS,RU,Mirny
MKA,Mariánské Lázně Airport,EU,CZ,Mariánské Lázně
MKB,Mekambo Airport,AF,GA,Mekambo
MKC,Charles B. Wheeler Downtown Airport,NA,US,Kansas City
MKE,General Mitchell International Airport,NA,US,Milwaukee
MKG,Muskegon County Airport,NA,US,Muskegon
MKH,Mokhotlong Airport,AF,LS,Mokhotlong
MKI,M'Boki Airport,AF,CF,Mboki
MKJ,Makoua Airport,AF,CG,Makoua
MKK,Molokai Airport,NA,US,Kaunakakai
MKL,Mc Kellar Sipes Regional Airport,NA,US,Jackson
MKM,Mukah Airport,AS,MY,Mukah
MKN,Malekolon Airport,OC,PG,Babase Island
MKP,Makemo Airport,OC,PF,
MKQ,Mopah Airport,AS,ID,Merauke-Papua Island
MKR,Meekatharra Airport,OC,AU,
MKS,Mekane Selam Airport,AF,ET,Mekane Selam
MKU,Makokou Airport,AF,GA,Makokou
MKV,Mount Cavenagh Airport,OC,AU,
MKW,Rendani Airport,AS,ID,Manokwari-Papua Island
MKY,Mackay Airport,OC,AU,Mackay
MKZ,Malacca Airport,AS,MY,Malacca
MLA,Malta International Airport,EU,MT,Valletta
MLB,Melbourne International Airport,NA,US,Melbourne
MLC,Mc Alester Regional Airport,NA,US,Mc Alester
MLE,Malé International Airport,AS,MV,Malé
MLG,Abdul Rachman Saleh Airport,AS,ID,Malang-Java Island
MLI,Quad City International Airport,NA,US,Moline
MLK,Malta Airport,NA,US,Malta
MLL,Marshall Don Hunter Sr Airport,NA,US,Marshall
MLM,General Francisco J. Mujica International Airport,NA,MX,Morelia
MLN,Melilla Airport,EU,ES,Melilla
MLO,Milos Airport,EU,GR,Milos Island
MLP,Malabang Airport,AS,PH,Malabang
MLQ,Malalaua Airport,OC,PG,Malalaua
MLR,Millicent Airport,OC,AU,
MLS,Frank Wiley Field,NA,US,Miles City
MLU,Monroe Regional Airport,NA,US,Monroe
MLV,Merluna Airport,OC,AU,Merluna
MLW,Spriggs Payne Airport,AF,LR,Monrovia
MLX,Malatya Erhaç Airport,AS,TR,Malatya
MLY,Manley Hot Springs Airport,NA,US,Manley Hot Springs
MLZ,Cerro Largo International Airport,SA,UY,Melo
MMB,Memanbetsu Airport,AS,JP,Ōzora
MMC,Ciudad Mante National Airport,NA,MX,Ciudad Mante
MMD,Minami-Daito Airport,AS,JP,Minamidaitō
MME,Durham Tees Valley Airport,EU,GB,Durham
MMF,Mamfe Airport,AF,CM,Mamfe
MMG,Mount Magnet Airport,OC,AU,
MMH,Mammoth Yosemite Airport,NA,US,Mammoth Lakes
MMI,McMinn County Airport,NA,US,Athens
MMJ,Matsumoto Airport,AS,JP,Matsumoto
MMK,Murmansk Airport,EU,RU,Murmansk
MML,Southwest Minnesota Regional Airport - Marshall/Ryan Field,NA,US,Marshall
MMM,Middlemount Airport,OC,AU,
MMO,Maio Airport,AF,CV,Vila do Maio
MMQ,Mbala Airport,AF,ZM,Mbala
MMS,Selfs Airport,NA,US,Marks
MMT,Mc Entire Joint National Guard Base,NA,US,Eastover
MMU,Morristown Municipal Airport,NA,US,Morristown
MMV,Mal Airport,OC,PG,Mal Island
MMX,Malmö Sturup Airport,EU,SE,Malmö
MMY,Miyako Airport,AS,JP,Miyako City
MMZ,Maimana Airport,AS,AF,
MNA,Melangguane Airport,AS,ID,Karakelong Island
MNB,Muanda Airport,AF,CD,
MNC,Nacala Airport,AF,MZ,Nacala
MND,Medina Airport,SA,CO,Medina
MNE,Mungeranie Airport,OC,AU,Mungeranie
MNF,Mana Island Airport,OC,FJ,Mana Island
MNG,Maningrida Airport,OC,AU,Maningrida
MNH,Rustaq Airport,AS,OM,Al Masna'ah
MNI,John A. Osborne Airport,NA,MS,Gerald's Park
MNI,W. H. Bramble Airport,NA,MS,Plymouth
MNJ,Mananjary Airport,AF,MG,
MNK,Maiana Airport,OC,KI,Maiana
MNL,Ninoy Aquino International Airport,AS,PH,Manila
MNM,Menominee Regional Airport,NA,US,Menominee
MNN,Marion Municipal Airport,NA,US,Marion
MNO,Manono Airport,AF,CD,Manono
MNP,Maron Island Airport,OC,PG,Hermit Islands
MNQ,Monto Airport,OC,AU,
MNR,Mongu Airport,AF,ZM,Mongu
MNS,Mansa Airport,AF,ZM,Mansa
MNU,Mawlamyine Airport,AS,MM,Mawlamyine
MNW,[Duplicate] Macdonald Downs Airport,OC,AU,Macdonald Downs
MNW,Macdonald Downs Airport,OC,AU,
MNX,Manicoré Airport,SA,BR,Manicoré
MNY,Mono Airport,OC,SB,Stirling Island
MNZ,Manassas Regional Airport/Harry P. Davis Field,NA,US,Manassas
MOA,Orestes Acosta Airport,NA,CU,Moa
MOB,Mobile Regional Airport,NA,US,Mobile
MOC,Mário Ribeiro Airport,SA,BR,Montes Claros
MOD,Modesto City Co-Harry Sham Field,NA,US,Modesto
MOE,Momeik Airport,AS,MM,
MOF,Maumere(Wai Oti) Airport,AS,ID,Maumere-Flores Island
MOG,Mong Hsat Airport,AS,MM,Mong Hsat
MOI,Mitiaro Island Airport,OC,CK,Mitiaro Island
MOJ,Moengo Airstrip,SA,SR,Moengo
MOL,Molde Airport,EU,NO,Årø
MOM,Letfotar Airport,AF,MR,Moudjeria
MON,Mount Cook Airport,OC,NZ,
MOO,Moomba Airport,OC,AU,
MOQ,Morondava Airport,AF,MG,
MOT,Minot International Airport,NA,US,Minot
MOU,Mountain Village Airport,NA,US,Mountain Village
MOV,Moranbah Airport,OC,AU,Moranbah
MOZ,Moorea Airport,OC,PF,
MPA,Katima Mulilo Airport,AF,NA,Mpacha
MPB,Miami Seaplane Base,NA,US,Miami
MPC,Muko Muko Airport,AS,ID,Muko Muko-Sumatra Island
MPD,Sindhri Tharparkar Airport,AS,PK,Sindhri
MPE,Griswold Airport,NA,US,Madison
MPF,Mapoda Airport,OC,PG,Mapoda
MPG,Makini Airport,OC,PG,Makini
MPH,Godofredo P. Ramos Airport,AS,PH,Malay
MPI,Mamitupo Airport,NA,PA,Mamitupo
MPK,Mokpo Airport,AS,KR,Gonghang-ro (Mokpo)
MPL,Montpellier-Méditerranée Airport,EU,FR,Montpellier/Méditerranée
MPM,Maputo Airport,AF,MZ,Maputo
MPN,Mount Pleasant Airport,SA,FK,Mount Pleasant
MPP,Mulatupo Airport,NA,PA,Mulatupo
MPT,Maliana airport,AS,ID,Maliana-Alor Island
MPT,Maliana Airport,AS,TL,Maliana
MPU,Mapua(Mabua) Airport,OC,PG,Tatau Island
MPV,Edward F Knapp State Airport,NA,US,Barre/Montpelier
MPW,Mariupol International Airport,EU,UA,Mariupol
MPX,Miyanmin Airport,OC,PG,Miyanmin
MPY,Maripasoula Airport,SA,GF,Maripasoula
MPZ,Mount Pleasant Municipal Airport,NA,US,Mount Pleasant
MQA,Mandora Airport,OC,AU,Mandora
MQB,Macomb Municipal Airport,NA,US,Macomb
MQC,Miquelon Airport,NA,PM,Miquelon
MQD,Maquinchao Airport,SA,AR,Maquinchao
MQE,Marqua Airport,OC,AU,Marqua
MQF,Magnitogorsk International Airport,EU,RU,Magnitogorsk
MQG,Midgard Airport,AF,NA,Midgard
MQH,Minaçu Airport,SA,BR,Minaçu
MQJ,Moma Airport,EU,RU,Honuu
MQK,San Matías Airport,SA,BO,San Matías
MQL,Mildura Airport,OC,AU,Mildura
MQM,Mardin Airport,AS,TR,Mardin
MQN,"Mo i Rana Airport, Røssvoll",EU,NO,Mo i Rana
MQO,Malam Airport,OC,PG,Malam
MQP,Kruger Mpumalanga International Airport,AF,ZA,Mpumalanga
MQQ,Moundou Airport,AF,TD,
MQS,Mustique Airport,NA,VC,Mustique Island
MQT,Sawyer International Airport,NA,US,Marquette
MQU,Mariquita Airport,SA,CO,Mariquita
MQV,Mostaganem Airport,AF,DZ,
MQX,Mekele Airport,AF,ET,
MQY,Smyrna Airport,NA,US,Smyrna
MQZ,Margaret River Airport,OC,AU,
MRA,Misratah Airport,AF,LY,Misratah
MRB,Eastern WV Regional Airport/Shepherd Field,NA,US,Martinsburg
MRC,Maury County Airport,NA,US,Columbia/Mount Pleasant
MRD,Alberto Carnevalli Airport,SA,VE,Mérida
MRE,Mara Serena Lodge Airstrip,AF,KE,Masai Mara
MRE,Mara Lodges Airport,AF,KE,Mara Lodges
MRF,Marfa Municipal Airport,NA,US,Marfa
MRG,Mareeba Airport,OC,AU,
MRH,May River Airstrip,OC,PG,May River
MRI,Merrill Field,NA,US,Anchorage
MRJ,Colon Airport,NA,HN,Marcala
MRK,Marco Island Airport,NA,US,Marco Island
MRM,Manari Airport,OC,PG,Manari
MRO,Hood Airport,OC,NZ,Masterton
MRP,Marla Airport,OC,AU,
MRQ,Marinduque Airport,AS,PH,Gasan
MRR,Jose Maria Velasco Ibarra Airport,SA,EC,Macará
MRS,Marseille Provence Airport,EU,FR,Marseille
MRU,Sir Seewoosagur Ramgoolam International Airport,AF,MU,Port Louis
MRV,Mineralnyye Vody Airport,EU,RU,Mineralnyye Vody
MRW,Lolland Falster Maribo Airport,EU,DK,Lolland Falster / Maribo
MRX,Mahshahr Airport,AS,IR,
MRY,Monterey Peninsula Airport,NA,US,Monterey
MRZ,Moree Airport,OC,AU,Moree
MSA,Muskrat Dam Airport,NA,CA,Muskrat Dam
MSB,Marigot Seaplane Base,NA,MF,Saint Martin
MSC,Falcon Field,NA,US,Mesa
MSE,Kent International Airport,EU,GB,Manston
MSH,Masirah Air Base,AS,OM,Masirah
MSI,Masalembo Airport,AS,ID,Masalembo Island
MSJ,Misawa Air Base,AS,JP,Misawa
MSL,Northwest Alabama Regional Airport,NA,US,Muscle Shoals
MSM,Masi Manimba Airport,AF,CD,Masi Manimba
MSN,Dane County Regional Truax Field,NA,US,Madison
MSO,Missoula International Airport,NA,US,Missoula
MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,NA,US,Minneapolis
MSQ,Minsk National Airport,EU,BY,Minsk
MSR,Muş Airport,AS,TR,Muş
MSS,Massena International Richards Field,NA,US,Massena
MST,Maastricht Aachen Airport,EU,NL,Maastricht
MSU,Moshoeshoe I International Airport,AF,LS,Maseru
MSW,Massawa International Airport,AF,ER,Massawa
MSX,Mossendjo Airport,AF,CG,Mossendjo
MSY,Louis Armstrong New Orleans International Airport,NA,US,New Orleans
MSZ,Namibe Airport,AF,AO,Namibe
MTA,Matamata Glider Airport,OC,NZ,
MTB,Montelibano Airport,SA,CO,Montelíbano
MTC,Selfridge Air National Guard Base Airport,NA,US,Mount Clemens
MTD,Mount Sanford Station Airport,OC,AU,
MTE,Monte Alegre Airport,SA,BR,Monte Alegre
MTF,Mizan Teferi Airport,AF,ET,Mizan Teferi
MTG,Vila Bela da Santíssima Trindade Airport,SA,BR,Vila Bela Da Santíssima Trindade
MTH,The Florida Keys Marathon Airport,NA,US,Marathon
MTI,Mosteiros Airport,AF,CV,Vila do Mosteiros
MTJ,Montrose Regional Airport,NA,US,Montrose
MTK,Makin Island Airport,OC,KI,Makin Island
MTL,Maitland Airport,OC,AU,
MTN,Martin State Airport,NA,US,Baltimore
MTO,Coles County Memorial Airport,NA,US,Mattoon/Charleston
MTQ,Mitchell Airport,OC,AU,
MTR,Los Garzones Airport,SA,CO,Montería
MTS,Matsapha Airport,AF,SZ,Manzini
MTT,Minatitlán/Coatzacoalcos National Airport,NA,MX,Minatitlán
MTU,Montepuez Airport,AF,MZ,Montepuez
MTV,Mota Lava Airport,OC,VU,Ablow
MTX,Metro Field,NA,US,Fairbanks
MTY,General Mariano Escobedo International Airport,NA,MX,Monterrey
MTZ,Bar Yehuda Airfield,AS,IL,Masada
MUA,Munda Airport,OC,SB,
MUB,Maun Airport,AF,BW,Maun
MUC,Munich Airport,EU,DE,Munich
MUC,Flughafen München-Riem,EU,DE,Munich
MUD,Mueda Airport,AF,MZ,Mueda
MUE,Waimea Kohala Airport,NA,US,Kamuela
MUF,Muting Airport,AS,ID,Muting
MUG,Mulege Airport,NA,MX,Mulege
MUH,Mersa Matruh Airport,AF,EG,Mersa Matruh
MUJ,Mui River Airport,AF,ET,Omo National Park
MUK,Mauke Airport,OC,CK,Mauke Island
MUM,Mumias Airport,AF,KE,Mumias
MUN,Maturín Airport,SA,VE,
MUO,Mountain Home Air Force Base,NA,US,Mountain Home
MUP,[Duplicate] Mulga Park Airport,OC,AU,Mulga Park
MUP,Mulga Park Airport,OC,AU,
MUQ,Muccan Station Airport,OC,AU,Muccan Station
MUR,Marudi Airport,AS,MY,Marudi
MUS,Minami Torishima Airport,AS,JP,
MUW,Ghriss Airport,AF,DZ,
MUX,Multan International Airport,AS,PK,Multan
MUY,Mouyondzi Airport,AF,CG,Mouyondzi
MUZ,Musoma Airport,AF,TZ,Musoma
MVA,Reykjahlíð Airport,EU,IS,Myvatn
MVB,M'Vengue El Hadj Omar Bongo Ondimba International Airport,AF,GA,Franceville
MVC,Monroe County Aeroplex Airport,NA,US,Monroeville
MVD,Carrasco International /General C L Berisso Airport,SA,UY,Montevideo
MVF,Dix-Sept Rosado Airport,SA,BR,Mossoró
MVI,Manetai Airport,OC,PG,Manetai
MVJ,Marlboro Airport,NA,JM,Mandeville
MVK,Mulka Airport,OC,AU,Mulka
MVL,Morrisville Stowe State Airport,NA,US,Morrisville
MVO,Mongo Airport,AF,TD,Mongo
MVP,Fabio Alberto Leon Bentley Airport,SA,CO,Mitú
MVQ,Mogilev Airport,EU,BY,Mogilev
MVR,Salak Airport,AF,CM,Maroua
MVS,Mucuri Airport,SA,BR,Mucuri
MVT,Mataiva Airport,OC,PF,
MVU,Musgrave Airport,OC,AU,Musgrave
MVV,Megève Airport,EU,FR,Verdun
MVW,Skagit Regional Airport,NA,US,Burlington/Mount Vernon
MVX,Minvoul Airport,AF,GA,Minvoul
MVY,Martha's Vineyard Airport,NA,US,Martha's Vineyard
MVZ,Masvingo International Airport,AF,ZW,Masvingo
MWA,Williamson County Regional Airport,NA,US,Marion
MWB,Morawa Airport,OC,AU,
MWC,Lawrence J Timmerman Airport,NA,US,Milwaukee
MWD,Mianwali Air Base,AS,PK,Mianwali
MWE,Merowe New Airport,AF,SD,Merowe
MWF,Maewo-Naone Airport,OC,VU,Maewo Island
MWG,Marawaka Airport,OC,PG,Marawaka
MWH,Grant County International Airport,NA,US,Moses Lake
MWI,Maramuni Airport,OC,PG,Maramuni
MWJ,Matthews Ridge Airport,SA,GY,Matthews Ridge
MWK,Tarempa Airport,AS,ID,Matak Island
MWL,Mineral Wells Airport,NA,US,Mineral Wells
MWN,Mwadui Airport,AF,TZ,Mwadui
MWO,Middletown Regional Airport,NA,US,Middletown
MWP,Mountain Airport,AS,NP,Mountain
MWQ,Magway Airport,AS,MM,Magway
MWR,Motswari Airport,AF,ZA,Motswari Private Game Reserve
MWT,Moolawatana Airport,OC,AU,Moolawatana Station
MWX,Muan International Airport,AS,KR,Piseo-ri (Muan)
MWY,Miranda Downs Airport,OC,AU,Miranda Downs
MWZ,Mwanza Airport,AF,TZ,Mwanza
MXB,Andi Jemma Airport,AS,ID,Masamba-Celebes Island
MXC,Monticello Airport,NA,US,Monticello
MXD,Marion Downs Airport,OC,AU,
MXF,Maxwell Air Force Base,NA,US,Montgomery
MXH,Moro Airport,OC,PG,Moro
MXI,Mati National Airport,AS,PH,Mati
MXJ,Minna Airport,AF,NG,Minna
MXK,Mindik Airport,OC,PG,Mindik
MXL,General Rodolfo Sánchez Taboada International Airport,NA,MX,Mexicali
MXM,Morombe Airport,AF,MG,
MXN,Morlaix-Ploujean Airport,EU,FR,Morlaix/Ploujean
MXP,Malpensa International Airport,EU,IT,Milan
MXR,Moussoro Airport,AF,TD,Moussoro
MXR,Myrhorod Air Base,EU,UA,Myrhorod
MXS,Maota Airport,OC,WS,Maota
MXT,Maintirano Airport,AF,MG,Maintirano
MXU,Mullewa Airport,OC,AU,
MXV,Mörön Airport,AS,MN,Mörön
MXW,Mandalgobi Airport,AS,MN,Mandalgobi
MXX,Mora Airport,EU,SE,Mora
MXY,Mc Carthy Airport,NA,US,Mccarthy
MXZ,Meixian Airport,AS,CN,Meixian
MYA,Moruya Airport,OC,AU,Moruya
MYB,Mayumba Airport,AF,GA,Mayumba
MYC,Escuela Mariscal Sucre Airport,SA,VE,Maracay
MYD,Malindi Airport,AF,KE,Malindi
MYE,Miyakejima Airport,AS,JP,Miyakejima
MYF,Montgomery-Gibbs Executive Airport,NA,US,San Diego
MYG,Mayaguana Airport,NA,BS,Abrahams Bay
MYI,Murray Island Airport,OC,AU,Murray Island
MYJ,Matsuyama Airport,AS,JP,Matsuyama
MYK,May Creek Airport,NA,US,May Creek
MYL,McCall Municipal Airport,NA,US,McCall
MYM,Monkey Mountain Airport,SA,GY,Monkey Mountain
MYN,Mareb Airport,AS,YE,Mareb
MYO,Camballin Airport,OC,AU,Myroodah
MYP,Mary Airport,AS,TM,Mary
MYQ,Mysore Airport,AS,IN,Mysore
MYR,Myrtle Beach International Airport,NA,US,Myrtle Beach
MYS,Moyale Airport,AF,ET,Moyale
MYT,Myitkyina Airport,AS,MM,Myitkyina
MYU,Mekoryuk Airport,NA,US,Mekoryuk
MYV,Yuba County Airport,NA,US,Marysville
MYW,Mtwara Airport,AF,TZ,Mtwara
MYX,Menyamya Airport,OC,PG,Menyamya
MYY,Miri Airport,AS,MY,Miri
MYZ,Monkey Bay Airport,AF,MW,Monkey Bay
MZA,Mayor PNP Nancy Flores Paucar Airport,SA,PE,Mazamari
MZB,Mocímboa da Praia Airport,AF,MZ,Mocímboa da Praia
MZC,Mitzic Airport,AF,GA,Mitzic
MZD,Méndez Airport,SA,EC,Santiago de Méndez
MZE,Manatee Airport,NA,BZ,
MZG,Makung Airport,AS,TW,Makung City
MZH,Amasya Merzifon Airport,AS,TR,Amasya
MZI,Mopti Airport,AF,ML,
MZJ,Pinal Airpark,NA,US,Marana
MZK,Marakei Airport,OC,KI,Marakei
MZL,La Nubia Airport,SA,CO,Manizales
MZM,Metz-Frescaty (BA 128) Air Base,EU,FR,Metz/Frescaty
MZO,Sierra Maestra Airport,NA,CU,Manzanillo
MZP,Motueka Airport,OC,NZ,
MZQ,Mkuze Airport,AF,ZA,Mkuze
MZR,Mazar I Sharif Airport,AS,AF,
MZS,Mostyn Airport,AS,MY,Mostyn
MZT,General Rafael Buelna International Airport,NA,MX,Mazatlán
MZU,Muzaffarpur Airport,AS,IN,
MZV,Mulu Airport,AS,MY,Mulu
MZW,Mecheria Airport,AF,DZ,Mecheria
MZY,Mossel Bay Airport,AF,ZA,Mossel Bay
MZZ,Marion Municipal Airport,NA,US,Marion
NAA,Narrabri Airport,OC,AU,Narrabri
NAC,Naracoorte Airport,OC,AU,
NAD,Macanal Airport,SA,CO,Macanal
NAE,Natitingou Airport,AF,BJ,Natitingou
NAF,Banaina Airport,AS,ID,Banaina-Borneo Island
NAG,Dr. Babasaheb Ambedkar International Airport,AS,IN,Naqpur
NAH,Naha Airport,AS,ID,Tahuna-Sangihe Island
NAI,Annai Airport,SA,GY,Annai
NAJ,Nakhchivan Airport,AS,AZ,Nakhchivan
NAK,Nakhon Ratchasima Airport,AS,TH,
NAL,Nalchik Airport,EU,RU,Nalchik
NAM,Namlea Airport,AS,ID,Namlea-Buru Island
NAN,Nadi International Airport,OC,FJ,Nadi
NAO,Nanchong Airport,AS,CN,Nanchong
NAP,Naples International Airport,EU,IT,Nápoli
NAQ,Qaanaaq Airport,NA,GL,Qaanaaq
NAR,Puerto Nare Airport,SA,CO,Armenia
NAS,Lynden Pindling International Airport,NA,BS,Nassau
NAT,Governador Aluízio Alves International Airport,SA,BR,Natal
NAU,Napuka Island Airport,OC,PF,Napuka Island
NAV,Nevşehir Kapadokya Airport,AS,TR,Nevşehir
NAW,Narathiwat Airport,AS,TH,
NAY,Beijing Nanyuan Airport,AS,CN,Beijing
NAZ,Nana Airport,OC,SB,Star Harbor
NBA,Nambaiyufa Airport,OC,PG,Nambaiyufa
NBB,Barranco Minas Airport,SA,CO,Barranco Minas
NBC,Begishevo Airport,EU,RU,Nizhnekamsk
NBE,Enfidha - Hammamet International Airport,AF,TN,Enfidha
NBG,New Orleans NAS JRB/Alvin Callender Field,NA,US,New Orleans
NBH,Nambucca Heads Airport,OC,AU,Nambucca Heads
NBL,San Blas Airport,NA,PA,Wannukandi
NBN,Annobón Airport,AF,GQ,San Antonio de Palé
NBO,Jomo Kenyatta International Airport,AF,KE,Nairobi
NBS,Changbaishan Airport,AS,CN,Baishan
NBW,Leeward Point Field,NA,CU,Guantanamo Bay Naval Station
NBX,Nabire Airport,AS,ID,Nabire-Papua Island
NCA,North Caicos Airport,NA,TC,
NCE,Nice-Côte d'Azur Airport,EU,FR,Nice
NCG,Nuevo Casas Grandes Airport,NA,MX,
NCH,Nachingwea Airport,AF,TZ,Nachingwea
NCI,Necocli Airport,SA,CO,Necocli
NCJ,Sunchales Aeroclub Airport,SA,AR,Sunchales
NCL,Newcastle Airport,EU,GB,Newcastle
NCN,Chenega Bay Airport,NA,US,Chenega
NCO,Quonset State Airport,NA,US,North Kingstown
NCR,San Carlos,NA,NI,San Carlos
NCS,Newcastle Airport,AF,ZA,Newcastle
NCT,Guanacaste Airport,NA,CR,Nicoya/Guanacate
NCU,Nukus Airport,AS,UZ,Nukus
NCY,Annecy-Haute-Savoie-Mont Blanc Airport,EU,FR,Annecy/Meythet
NDA,Bandanaira Airport,AS,ID,Banda-Naira Island
NDB,Nouadhibou International Airport,AF,MR,Nouadhibou
NDC,Nanded Airport,AS,IN,Nanded
NDD,Sumbe Airport,AF,AO,Sumbe
NDE,Mandera Airport,AF,KE,Mandera
NDF,Ndalatandos Airport,AF,AO,Ndalatandos
NDG,Qiqihar Sanjiazi Airport,AS,CN,Qiqihar
NDI,Namudi Airport,OC,PG,Namudi
NDJ,N'Djamena International Airport,AF,TD,N'Djamena
NDK,Namorik Atoll Airport,OC,MH,Namorik Atoll
NDL,N'Délé Airport,AF,CF,N'Délé
NDM,Mendi Airport,AF,ET,Mendi
NDN,Nadunumu Airport,OC,PG,Nadunumu
NDR,Nador International Airport,AF,MA,Nador
NDS,Sandstone Airport,OC,AU,Sandstone
NDU,Rundu Airport,AF,NA,Rundu
NDY,Sanday Airport,EU,GB,Sanday
NEC,Necochea Airport,SA,AR,Necochea
NEF,Neftekamsk Airport,EU,RU,Neftekamsk
NEG,Negril Airport,NA,JM,Negril
NEJ,Nejjo Airport,AF,ET,Nejjo
NEK,Nekemte Airport,AF,ET,Nekemte
NEL,Lakehurst Maxfield Field Airport,NA,US,Lakehurst
NEN,Whitehouse Naval Outlying Field,NA,US,Jacksonville
